ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
12787389,JF348858,08/08/2022 11:15:00 AM,063XX S ARTESIAN AVE,0810,THEFT,OVER $500,APARTMENT,false,false,0825,008,16,66,06,1161127,1862600,2022,11/12/2022 03:46:21 PM,41.778656405,-87.684846319,"(41.778656405, -87.684846319)"
12785372,JF346252,08/06/2022 06:00:00 AM,065XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0831,008,17,66,08B,1156843,1861139,2022,11/12/2022 03:46:21 PM,41.774734785,-87.700591292,"(41.774734785, -87.700591292)"
12780494,JF340809,08/02/2022 12:02:00 AM,065XX S KEELER AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0833,008,13,65,06,1149499,1860814,2022,11/12/2022 03:46:21 PM,41.773988053,-87.727521991,"(41.773988053, -87.727521991)"
12783956,JF344744,08/05/2022 03:30:00 AM,054XX S ARCHER AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,HOTEL / MOTEL,false,true,0814,008,23,56,08B,1144801,1869688,2022,11/12/2022 03:46:21 PM,41.798429303,-87.744521435,"(41.798429303, -87.744521435)"
12784728,JF345734,08/04/2022 12:00:00 AM,032XX W 65TH PL,0850,THEFT,ATTEMPT THEFT,STREET,false,false,0831,008,17,66,06,1155973,1861013,2022,11/12/2022 03:46:21 PM,41.774406543,-87.703783989,"(41.774406543, -87.703783989)"
12783682,JF344480,05/25/2022 09:00:00 AM,052XX S LUNA AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,RESIDENCE,false,false,0814,008,14,56,11,1140247,1869402,2022,11/12/2022 03:46:21 PM,41.797728859,-87.761229144,"(41.797728859, -87.761229144)"
12788573,JF350262,06/20/2022 09:00:00 AM,056XX S NASHVILLE AVE,1120,DECEPTIVE PRACTICE,FORGERY,RESIDENCE,false,false,0811,008,13,56,10,1133346,1866503,2022,11/12/2022 03:46:21 PM,41.789896723,-87.786604381,"(41.789896723, -87.786604381)"
12783868,JF344582,08/04/2022 10:03:00 PM,046XX S ST LOUIS AVE,143A,WEAPONS VIOLATION,UNLAWFUL POSSESSION - HANDGUN,STREET,true,false,0821,008,14,58,15,1153905,1873673,2022,11/12/2022 03:46:21 PM,41.809188724,-87.711029059,"(41.809188724, -87.711029059)"
12782025,JF342300,08/03/2022 12:00:00 AM,066XX S PULASKI RD,1310,CRIMINAL DAMAGE,TO PROPERTY,COMMERCIAL / BUSINESS OFFICE,false,false,0833,008,13,65,14,1150850,1860070,2022,11/12/2022 03:46:21 PM,41.771920176,-87.722588794,"(41.771920176, -87.722588794)"
12784971,JF344188,08/04/2022 03:14:00 PM,081XX S KEDZIE AVE,051A,ASSAULT,AGGRAVATED - HANDGUN,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0834,008,18,70,04A,1156460,1850554,2022,11/12/2022 03:46:21 PM,41.745695613,-87.702279976,"(41.745695613, -87.702279976)"
12788849,JF350653,07/25/2022 11:00:00 AM,041XX W 52ND PL,1140,DECEPTIVE PRACTICE,EMBEZZLEMENT,OTHER COMMERCIAL TRANSPORTATION,false,false,0815,008,23,62,12,1149722,1869322,2022,11/12/2022 03:46:21 PM,41.797331027,-87.726484377,"(41.797331027, -87.726484377)"
12788535,JF350284,08/08/2022 09:00:00 PM,064XX S LOREL AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0813,008,13,64,06,1141847,1861352,2022,11/12/2022 03:46:21 PM,41.775608913,-87.755559959,"(41.775608913, -87.755559959)"
12783530,JF344140,08/04/2022 10:30:00 AM,063XX S WESTERN AVE,1120,DECEPTIVE PRACTICE,FORGERY,BANK,true,false,0825,008,16,66,10,1161460,1862589,2022,11/12/2022 03:46:21 PM,41.778619322,-87.683625816,"(41.778619322, -87.683625816)"
12785436,JF346291,08/05/2022 11:00:00 PM,067XX S ARTESIAN AVE,4210,KIDNAPPING,KIDNAPPING,ALLEY,false,false,0832,008,17,66,26,1161201,1859967,2022,11/12/2022 03:46:21 PM,41.771429553,-87.684647839,"(41.771429553, -87.684647839)"
12786860,JF348006,08/03/2022 03:00:00 PM,045XX S LEAMINGTON AVE,0620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,false,false,0814,008,22,56,05,1142787,1874094,2022,11/12/2022 03:46:21 PM,41.810557694,-87.751797976,"(41.810557694, -87.751797976)"
12782062,JF341313,08/02/2022 02:00:00 AM,071XX S CAMPBELL AVE,0320,ROBBERY,STRONG ARM - NO WEAPON,SIDEWALK,false,false,0832,008,18,66,03,1160941,1857331,2022,11/12/2022 03:46:21 PM,41.764201367,-87.685673675,"(41.764201367, -87.685673675)"
12781396,JF341931,08/02/2022 03:20:00 PM,031XX W 79TH ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0835,008,18,70,08B,1156917,1852030,2022,11/12/2022 03:46:21 PM,41.749736787,-87.700565652,"(41.749736787, -87.700565652)"
12781228,JF341757,08/02/2022 04:30:00 PM,064XX S KEDZIE AVE,0460,BATTERY,SIMPLE,RESTAURANT,true,false,0823,008,17,66,08B,1156165,1861549,2022,11/12/2022 03:46:21 PM,41.775873548,-87.703065743,"(41.775873548, -87.703065743)"
12787645,JF349234,08/07/2022 07:54:00 PM,068XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,CONVENIENCE STORE,false,false,0832,008,17,66,06,1161552,1859338,2022,11/12/2022 03:46:21 PM,41.769696216,-87.68337861,"(41.769696216, -87.68337861)"
12785161,JF345163,08/05/2022 11:45:00 AM,063XX S CALIFORNIA AVE,0560,ASSAULT,SIMPLE,SIDEWALK,false,true,0823,008,17,66,08A,1158799,1862584,2022,11/12/2022 03:46:21 PM,41.778660358,-87.693381423,"(41.778660358, -87.693381423)"
12778363,JF338203,07/31/2022 02:30:00 AM,065XX S ROCKWELL ST,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,APARTMENT,false,true,0831,008,17,66,04B,1160164,1861251,2022,11/12/2022 03:46:21 PM,41.774974433,-87.688413854,"(41.774974433, -87.688413854)"
12789654,JF351615,08/10/2022 01:15:00 PM,064XX S KEDZIE AVE,0890,THEFT,FROM BUILDING,APARTMENT,false,false,0823,008,17,66,06,1156159,1861798,2022,11/12/2022 03:46:21 PM,41.776556962,-87.703081049,"(41.776556962, -87.703081049)"
12790486,JF351460,07/30/2022 03:00:00 PM,052XX S PULASKI RD,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0815,008,23,62,06,1150587,1869670,2022,11/12/2022 03:46:21 PM,41.79826919,-87.723303209,"(41.79826919, -87.723303209)"
12778401,JF338191,07/31/2022 02:29:00 AM,065XX S WESTERN AVE,0820,THEFT,$500 AND UNDER,RESTAURANT,false,false,0832,008,16,66,06,1161496,1861276,2022,11/12/2022 03:46:21 PM,41.775015522,-87.683530209,"(41.775015522, -87.683530209)"
12782184,JF342437,08/02/2022 05:00:00 PM,048XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,RESTAURANT,false,false,0815,008,14,56,05,1145175,1872047,2022,11/12/2022 03:46:21 PM,41.804895733,-87.743090475,"(41.804895733, -87.743090475)"
12783416,JF344071,08/04/2022 12:40:00 PM,062XX S ARTESIAN AVE,1661,GAMBLING,GAME/DICE,SIDEWALK,true,false,0825,008,16,66,19,1161112,1863129,2022,11/12/2022 03:46:21 PM,41.780108365,-87.684886686,"(41.780108365, -87.684886686)"
12782953,JF342712,08/03/2022 01:00:00 PM,025XX W 82ND ST,0810,THEFT,OVER $500,RESIDENCE,false,false,0835,008,18,70,06,1160644,1850176,2022,11/12/2022 03:46:21 PM,41.744573098,-87.686959288,"(41.744573098, -87.686959288)"
12786156,JF347354,08/07/2022 02:53:00 AM,045XX S CICERO AVE,1330,CRIMINAL TRESPASS,TO LAND,HOTEL / MOTEL,true,false,0815,008,22,56,26,1145119,1874204,2022,11/12/2022 03:46:21 PM,41.810815929,-87.743241545,"(41.810815929, -87.743241545)"
12788864,JF350419,08/08/2022 12:00:00 AM,060XX S RUTHERFORD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0812,008,13,64,14,1132443,1863683,2022,11/12/2022 03:46:21 PM,41.782173825,-87.789980846,"(41.782173825, -87.789980846)"
12788522,JF350273,08/09/2022 12:10:00 PM,052XX S MONITOR AVE,0810,THEFT,OVER $500,STREET,false,false,0811,008,14,56,06,1138250,1869367,2022,11/12/2022 03:46:21 PM,41.797669051,-87.76855345,"(41.797669051, -87.76855345)"
12785371,JF346250,08/05/2022 04:00:00 PM,062XX S MULLIGAN AVE,0810,THEFT,OVER $500,STREET,false,false,0812,008,13,64,06,1135151,1862434,2022,11/12/2022 03:46:21 PM,41.778698951,-87.780081816,"(41.778698951, -87.780081816)"
12787729,JF349397,08/08/2022 05:40:00 PM,032XX W 54TH ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,false,false,0822,008,14,63,08A,1155766,1868636,2022,11/12/2022 03:46:21 PM,41.795329323,-87.704338396,"(41.795329323, -87.704338396)"
12789856,JF352029,08/10/2022 06:16:00 PM,064XX S KARLOV AVE,0560,ASSAULT,SIMPLE,STREET,false,true,0813,008,13,65,08A,1150144,1861625,2022,11/12/2022 03:46:21 PM,41.776201076,-87.725136491,"(41.776201076, -87.725136491)"
12789533,JF351384,08/10/2022 12:00:00 AM,071XX S SAWYER AVE,0460,BATTERY,SIMPLE,APARTMENT,true,false,0831,008,17,66,08B,1155936,1857173,2022,11/12/2022 03:46:21 PM,41.763869738,-87.704022623,"(41.763869738, -87.704022623)"
12779427,JF339505,08/01/2022 03:44:00 AM,045XX S CICERO AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0814,008,22,56,05,1145123,1874082,2022,11/12/2022 03:46:21 PM,41.810481067,-87.743229946,"(41.810481067, -87.743229946)"
12790001,JF352091,08/10/2022 07:55:00 PM,080XX S TALMAN AVE,0560,ASSAULT,SIMPLE,STREET,false,false,0835,008,18,70,08A,1160107,1851288,2022,11/12/2022 03:46:21 PM,41.747635652,-87.688896423,"(41.747635652, -87.688896423)"
12782022,JF342398,08/02/2022 04:00:00 PM,057XX S CAMPBELL AVE,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,false,false,0824,008,16,63,05,1160683,1866567,2022,11/12/2022 03:46:21 PM,41.789551572,-87.686364634,"(41.789551572, -87.686364634)"
12783332,JF343626,08/04/2022 06:35:00 AM,062XX S ROCKWELL ST,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0825,008,16,66,08B,1160109,1863284,2022,11/12/2022 03:46:21 PM,41.780554403,-87.688559598,"(41.780554403, -87.688559598)"
12783536,JF344345,08/03/2022 06:00:00 PM,064XX S KARLOV AVE,0810,THEFT,OVER $500,STREET,false,false,0813,008,13,65,06,1150147,1861516,2022,11/12/2022 03:46:21 PM,41.775901904,-87.725128319,"(41.775901904, -87.725128319)"
12780394,JF340572,08/01/2022 07:00:00 PM,061XX S ARCHER AVE,0460,BATTERY,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0811,008,23,56,08B,1137711,1868195,2022,11/12/2022 03:46:21 PM,41.794462581,-87.770558224,"(41.794462581, -87.770558224)"
12780572,JF340732,08/01/2022 09:20:00 PM,066XX S OAKLEY AVE,0560,ASSAULT,SIMPLE,RESIDENCE,false,true,0832,008,16,66,08A,1162217,1860559,2022,11/12/2022 03:46:21 PM,41.773032995,-87.680907049,"(41.773032995, -87.680907049)"
12787614,JF349131,08/07/2022 08:00:00 PM,062XX S KEATING AVE,0820,THEFT,$500 AND UNDER,STREET,false,false,0813,008,13,64,06,1145780,1862796,2022,11/12/2022 03:46:21 PM,41.779498076,-87.74110529,"(41.779498076, -87.74110529)"
12785154,JF346181,08/06/2022 04:02:00 AM,031XX W 64TH ST,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,STREET,false,false,0823,008,17,66,15,1156380,1862019,2022,11/12/2022 03:46:21 PM,41.777158972,-87.702264921,"(41.777158972, -87.702264921)"
12780961,JF339763,08/01/2022 09:41:00 AM,077XX S CLAREMONT AVE,0460,BATTERY,SIMPLE,COMMERCIAL / BUSINESS OFFICE,false,false,0835,008,18,70,08B,1162071,1853224,2022,11/12/2022 03:46:21 PM,41.752907736,-87.681645959,"(41.752907736, -87.681645959)"
12788097,JF349730,08/08/2022 01:30:00 PM,034XX W 65TH PL,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,false,false,0831,008,23,66,05,1154658,1860975,2022,11/12/2022 03:46:21 PM,41.77432858,-87.708605612,"(41.77432858, -87.708605612)"
12785729,JF346933,08/05/2022 11:00:00 PM,066XX S ROCKWELL ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0832,008,17,66,07,1160182,1860605,2022,11/12/2022 03:46:21 PM,41.773201347,-87.688365628,"(41.773201347, -87.688365628)"
12787028,JF348424,08/07/2022 03:00:00 PM,038XX W 59TH ST,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,RESIDENCE,false,true,0822,008,23,65,07,1151882,1865210,2022,11/12/2022 03:46:21 PM,41.786004965,-87.718671082,"(41.786004965, -87.718671082)"
12783253,JF343854,08/03/2022 07:30:00 PM,037XX W 77TH PL,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0833,008,18,70,14,1152234,1852872,2022,11/12/2022 03:46:21 PM,41.752140603,-87.717704259,"(41.752140603, -87.717704259)"
12778890,JF338887,07/31/2022 07:25:00 AM,025XX W MARQUETTE RD,0810,THEFT,OVER $500,APARTMENT,false,false,0832,008,17,66,06,1160689,1860145,2022,11/12/2022 03:46:21 PM,41.771928592,-87.686519759,"(41.771928592, -87.686519759)"
12781691,JF342050,08/02/2022 09:22:00 PM,062XX S CAMPBELL AVE,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0825,008,16,66,04B,1160777,1863147,2022,11/12/2022 03:46:21 PM,41.780164685,-87.686114357,"(41.780164685, -87.686114357)"
12783549,JF343277,08/03/2022 02:40:00 PM,050XX S KEDZIE AVE,0312,ROBBERY,ARMED - KNIFE / CUTTING INSTRUMENT,SIDEWALK,false,false,0821,008,14,63,03,1155897,1870988,2022,11/12/2022 03:46:21 PM,41.801780906,-87.703794846,"(41.801780906, -87.703794846)"
12788305,JF349927,08/08/2022 12:00:00 PM,057XX S CICERO AVE,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,STREET,false,false,0813,008,23,56,11,1145654,1866253,2022,11/12/2022 03:46:21 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
12785316,JF346397,08/05/2022 05:35:00 PM,041XX W 47TH ST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,SMALL RETAIL STORE,false,false,0815,008,14,57,11,1149735,1873151,2022,11/12/2022 03:46:21 PM,41.807838121,-87.726337543,"(41.807838121, -87.726337543)"
12787444,JF347675,08/07/2022 10:00:00 AM,031XX W 59TH ST,0810,THEFT,OVER $500,APARTMENT,false,true,0824,008,14,63,06,1156578,1865343,2022,11/12/2022 03:46:21 PM,41.786276523,-87.701449502,"(41.786276523, -87.701449502)"
12783009,JF343682,08/03/2022 11:00:00 PM,060XX S MENARD AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0812,008,13,64,07,1138768,1863842,2022,11/12/2022 03:46:21 PM,41.782498132,-87.766787341,"(41.782498132, -87.766787341)"
12787522,JF349093,08/08/2022 12:00:00 PM,044XX S ARCHER AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESTAURANT,false,false,0821,008,14,58,08A,1155120,1874955,2022,11/12/2022 03:46:21 PM,41.812682476,-87.706538331,"(41.812682476, -87.706538331)"
12783978,JF344765,08/05/2022 04:40:00 AM,062XX S TROY ST,031A,ROBBERY,ARMED - HANDGUN,SIDEWALK,false,false,0823,008,16,66,03,1156458,1863109,2022,11/12/2022 03:46:21 PM,41.780148521,-87.701949633,"(41.780148521, -87.701949633)"
12787088,JF348494,08/08/2022 03:15:00 AM,082XX S KEDZIE AVE,0610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,false,false,0835,008,18,70,05,1156483,1849738,2022,11/12/2022 03:46:21 PM,41.743455913,-87.702217628,"(41.743455913, -87.702217628)"
12786808,JF348142,08/07/2022 05:35:00 PM,029XX W 71ST ST,0560,ASSAULT,SIMPLE,STREET,true,false,0831,008,18,66,08A,1157716,1857402,2022,11/12/2022 03:46:21 PM,41.764462228,-87.697492259,"(41.764462228, -87.697492259)"
12786255,JF347468,08/07/2022 01:00:00 AM,051XX S LOREL AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,VEHICLE NON-COMMERCIAL,false,false,0814,008,14,56,07,1141568,1869924,2022,11/12/2022 03:46:21 PM,41.799137085,-87.756371889,"(41.799137085, -87.756371889)"
12778413,JF337482,07/30/2022 12:44:00 PM,059XX S ROCKWELL ST,4387,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,RESIDENCE,false,true,0824,008,16,66,26,1160058,1865157,2022,11/12/2022 03:46:21 PM,41.785695223,-87.688695094,"(41.785695223, -87.688695094)"
12778751,JF338684,07/31/2022 10:30:00 AM,065XX S ALBANY AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,false,true,0831,008,17,66,08B,1156845,1861092,2022,11/12/2022 03:46:21 PM,41.77460577,-87.700585228,"(41.77460577, -87.700585228)"
12789678,JF351618,08/10/2022 12:01:00 AM,069XX W 63RD PL,0810,THEFT,OVER $500,STREET,false,false,0812,008,23,64,06,1131337,1861641,2022,11/12/2022 03:46:21 PM,41.776589291,-87.79408279,"(41.776589291, -87.79408279)"
12789232,JF350926,07/21/2022 03:00:00 PM,080XX S KEDVALE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,false,true,0834,008,18,70,08B,1150144,1851064,2022,11/12/2022 03:46:21 PM,41.74721992,-87.725410102,"(41.74721992, -87.725410102)"
12783652,JF344399,08/04/2022 04:59:00 PM,043XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0821,008,14,57,06,1150402,1875527,2022,11/12/2022 03:46:21 PM,41.814345252,-87.723829326,"(41.814345252, -87.723829326)"
12787369,JF343988,08/04/2022 12:23:00 PM,062XX S CLAREMONT AVE,0460,BATTERY,SIMPLE,APARTMENT,false,false,0825,008,16,66,08B,1161798,1863211,2022,11/12/2022 03:46:21 PM,41.780319161,-87.682369417,"(41.780319161, -87.682369417)"
12786746,JF345439,08/05/2022 08:00:00 AM,066XX S KNOX AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0833,008,13,64,07,1146526,1860081,2022,11/12/2022 03:46:21 PM,41.77203353,-87.738439178,"(41.77203353, -87.738439178)"
12787927,JF349537,08/05/2022 08:00:00 PM,044XX S CICERO AVE,0890,THEFT,FROM BUILDING,NURSING / RETIREMENT HOME,false,false,0815,008,22,56,06,1145104,1874747,2022,11/12/2022 03:46:21 PM,41.812306287,-87.74328289,"(41.812306287, -87.74328289)"
12778768,JF338496,07/31/2022 09:15:00 AM,057XX S FAIRFIELD AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,false,true,0824,008,16,63,08B,1159021,1866530,2022,11/12/2022 03:46:21 PM,41.789484197,-87.692459726,"(41.789484197, -87.692459726)"
12785511,JF346564,08/05/2022 10:30:00 PM,045XX S CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0815,008,22,56,07,1145121,1874130,2022,11/12/2022 03:46:21 PM,41.810612824,-87.743236073,"(41.810612824, -87.743236073)"
12788957,JF350791,08/09/2022 07:00:00 AM,057XX S ARTESIAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0824,008,16,63,14,1161020,1866441,2022,11/12/2022 03:46:21 PM,41.789198845,-87.685132436,"(41.789198845, -87.685132436)"
12786336,JF347421,08/07/2022 05:54:00 AM,063XX S KENNETH AVE,0497,BATTERY,AGGRAVATED DOMESTIC BATTERY - OTHER DANGEROUS WEAPON,RESIDENCE,true,true,0813,008,13,65,04B,1147798,1862140,2022,11/12/2022 03:46:21 PM,41.777659528,-87.733723722,"(41.777659528, -87.733723722)"
12778412,JF337301,07/30/2022 10:00:00 AM,032XX W 55TH ST,0430,BATTERY,AGGRAVATED - OTHER DANGEROUS WEAPON,TAVERN / LIQUOR STORE,false,false,0822,008,14,63,04B,1155491,1867962,2022,11/12/2022 03:46:21 PM,41.793485288,-87.70536489,"(41.793485288, -87.70536489)"
12790274,JF352390,08/11/2022 12:00:00 AM,063XX S TROY ST,051A,ASSAULT,AGGRAVATED - HANDGUN,STREET,false,false,0823,008,17,66,04A,1156479,1862338,2022,11/12/2022 03:46:21 PM,41.778032361,-87.701893399,"(41.778032361, -87.701893399)"
12786749,JF348157,08/06/2022 11:33:00 PM,044XX S ARCHER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0821,008,14,58,14,1154957,1874819,2022,11/12/2022 03:46:21 PM,41.812312534,-87.707139857,"(41.812312534, -87.707139857)"
12780864,JF341071,08/02/2022 01:10:00 AM,055XX S SAWYER AVE,0610,BURGLARY,FORCIBLE ENTRY,CHURCH / SYNAGOGUE / PLACE OF WORSHIP,false,false,0822,008,14,63,05,1155656,1867768,2022,11/12/2022 03:46:21 PM,41.792949616,-87.704765045,"(41.792949616, -87.704765045)"
12786501,JF347698,08/07/2022 01:00:00 AM,037XX W 58TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,true,0822,008,23,62,14,1152511,1865890,2022,11/12/2022 03:46:21 PM,41.787858625,-87.716346942,"(41.787858625, -87.716346942)"
12783905,JF344713,08/05/2022 02:24:00 AM,071XX S CICERO AVE,0560,ASSAULT,SIMPLE,PARKING LOT / GARAGE (NON RESIDENTIAL),true,false,0833,008,13,65,08A,1145619,1856606,2022,11/12/2022 03:46:21 PM,41.762514696,-87.741851613,"(41.762514696, -87.741851613)"
12788039,JF349639,08/08/2022 09:32:00 PM,036XX W 65TH PL,041A,BATTERY,AGGRAVATED - HANDGUN,STREET,false,false,0833,008,23,65,04B,1153162,1860931,2022,11/12/2022 03:46:21 PM,41.774237528,-87.714090904,"(41.774237528, -87.714090904)"
12782175,JF342334,08/02/2022 11:00:00 PM,027XX W 68TH ST,0281,CRIMINAL SEXUAL ASSAULT,NON-AGGRAVATED,HOSPITAL BUILDING / GROUNDS,false,false,0831,008,17,66,02,1159381,1859440,2022,11/12/2022 03:46:21 PM,41.770020864,-87.6913338,"(41.770020864, -87.6913338)"
12789834,JF352027,04/09/2022 11:00:00 PM,037XX W 86TH ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,false,false,0834,008,18,70,14,1152997,1847286,2022,11/12/2022 03:46:21 PM,41.73679665,-87.715055248,"(41.73679665, -87.715055248)"
12786489,JF347801,08/07/2022 01:19:00 PM,055XX S PULASKI RD,1330,CRIMINAL TRESPASS,TO LAND,GAS STATION,false,false,0813,008,13,62,26,1150642,1867741,2022,11/12/2022 03:46:21 PM,41.792974653,-87.723151723,"(41.792974653, -87.723151723)"
12780658,JF340926,08/01/2022 09:30:00 PM,061XX W 64TH PL,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,false,false,0812,008,23,64,07,1136603,1861122,2022,11/12/2022 03:46:21 PM,41.775072822,-87.774789801,"(41.775072822, -87.774789801)"
12790007,JF351900,08/10/2022 03:00:00 PM,052XX S PULASKI RD,0820,THEFT,$500 AND UNDER,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0815,008,23,62,06,1150589,1869566,2022,11/12/2022 03:46:21 PM,41.79798376,-87.723298581,"(41.79798376, -87.723298581)"
12780187,JF340592,08/01/2022 02:18:00 PM,055XX S KEDZIE AVE,0820,THEFT,$500 AND UNDER,ATHLETIC CLUB,false,false,0824,008,14,63,06,1155994,1867615,2022,11/12/2022 03:46:21 PM,41.792522974,-87.703529737,"(41.792522974, -87.703529737)"
12784581,JF345542,08/05/2022 02:50:00 PM,056XX S ALBANY AVE,0460,BATTERY,SIMPLE,SIDEWALK,false,false,0824,008,14,63,08B,1156678,1867014,2022,11/12/2022 03:46:21 PM,41.790859967,-87.701037791,"(41.790859967, -87.701037791)"
12779537,JF339699,07/30/2022 09:20:00 PM,059XX S ARCHER AVE,0860,THEFT,RETAIL THEFT,TAVERN / LIQUOR STORE,false,false,0811,008,14,56,06,1138883,1868442,2022,11/12/2022 03:46:21 PM,41.795119256,-87.766254471,"(41.795119256, -87.766254471)"
12789765,JF351890,08/10/2022 03:40:00 PM,076XX S CICERO AVE,0810,THEFT,OVER $500,PARKING LOT / GARAGE (NON RESIDENTIAL),false,false,0833,008,18,65,06,1145727,1853720,2022,11/12/2022 03:46:21 PM,41.754592961,-87.741528537,"(41.754592961, -87.741528537)"
12778758,JF338614,07/31/2022 11:00:00 AM,063XX S ARTESIAN AVE,0520,ASSAULT,AGGRAVATED - KNIFE / CUTTING INSTRUMENT,APARTMENT,false,true,0825,008,16,66,04A,1161128,1862586,2022,11/12/2022 03:46:21 PM,41.778617967,-87.68484304,"(41.778617967, -87.68484304)"
12784336,JF345158,07/30/2022 04:45:00 AM,057XX S CICERO AVE,0810,THEFT,OVER $500,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,true,false,0813,008,23,56,06,1145654,1866253,2022,11/12/2022 03:46:21 PM,41.788987036,-87.74147999,"(41.788987036, -87.74147999)"
12782187,JF342680,08/03/2022 12:15:00 PM,039XX W 60TH ST,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,true,false,0822,008,23,65,05,1151232,1864527,2022,11/12/2022 03:46:21 PM,41.784143434,-87.721072161,"(41.784143434, -87.721072161)"
12784968,JF345428,08/05/2022 03:30:00 PM,060XX S NARRAGANSETT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,false,false,0812,008,13,64,14,1134769,1863862,2022,11/12/2022 03:46:21 PM,41.782624384,-87.781448688,"(41.782624384, -87.781448688)"
12787742,JF349275,08/07/2022 12:00:00 PM,064XX S NEW ENGLAND AVE,0918,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE NO VIN",STREET,false,false,0812,008,23,64,07,1131538,1860768,2022,11/12/2022 03:46:21 PM,41.774190149,-87.79336601,"(41.774190149, -87.79336601)"
12783929,JF344761,08/04/2022 12:00:00 AM,034XX W 63RD ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,OTHER (SPECIFY),false,false,0823,008,23,66,26,1154582,1862632,2022,11/12/2022 03:46:21 PM,41.778877155,-87.708840106,"(41.778877155, -87.708840106)"
12779031,JF338933,07/31/2022 03:25:00 PM,062XX S TROY ST,0810,THEFT,OVER $500,APARTMENT,false,true,0823,008,16,66,06,1156457,1863143,2022,11/12/2022 03:46:21 PM,41.780241842,-87.701952384,"(41.780241842, -87.701952384)"
12788473,JF349966,08/09/2022 08:12:00 AM,063XX S KEDZIE AVE,0860,THEFT,RETAIL THEFT,DEPARTMENT STORE,false,false,0823,008,17,66,06,1156143,1862448,2022,11/12/2022 03:46:21 PM,41.778340981,-87.703122242,"(41.778340981, -87.703122242)"
